Source,Link,Title,Article,Date
MotleyFool,https://markets.businessinsider.com/news/stocks/costco-stock-is-down-20percent-from-its-high--time-to-buy-12052503,Costco Stock Is Down 20% From Its High. Time to Buy?,"Costco Wholesale'sstock closed at its all-time high of $604.96 last April. Investors were impressed by the warehouse retailer's robust growth during the pandemic, when it became a top shopping destination for bulk purchases as well as its continued growth after the lockdowns ended.Its sticky membership plans, high renewal rates, and ongoing expansion -- even as other retailers reduced their number of brick-and-mortar stores -- made it even more appealing.However, Costco's stock has declined about 20% since then. Though its core business remains strong, its stock wasn't immune to the past year's broader market sell-off caused primarily by inflation, rising interest rates, and other macroeconomic headwinds. Does that pullback represent a good entry point for new investors?",17d
Zacks,https://markets.businessinsider.com/news/stocks/costco-cost-surges-7-3percent--is-this-an-indication-of-further-gains-12051236,Costco (COST) Surges 7.3%: Is This an Indication of Further Gains?,"Costco COST shares rallied 7.3% in the last trading session to close at $482.87. This move can be attributable to notable volume with a higher number of shares being traded than in a typical session. This compares to the stock's 6.5% loss over the past four weeks.Shares of Costco jumped following stellar sales in the month of December. Markedly, the Christmas holiday period turned out to be a blissful one for the retailer. Net sales increased 7% to $23.80 billion for the month under review, while comparable sales jumped 5.5%.This warehouse club operator is expected to post quarterly earnings of $3.20 per share in its upcoming report, which represents a year-over-year change of +9.6%. Revenues are expected to be $55.6 billion, up 7.1% from the year-ago quarter.While earnings and revenue growth expectations are important in evaluating the potential strength in a stock, empirical research shows a strong correlation between trends in earnings estimate revisions and near-term stock price movements.For Costco, the consensus EPS estimate for the quarter has been revised marginally lower over the last 30 days to the current level. And a negative trend in earnings estimate revisions doesn't usually translate into price appreciation. So, make sure to keep an eye on COST going forward to see if this recent jump can turn into more strength down the road.The stock currently carries a Zacks Rank #3 (Hold). You can see the complete list of today's Zacks Rank #1 (Strong Buy) stocks here >>>>Costco is a member of the Zacks Retail - Discount Stores industry. One other stock in the same industry, Burlington Stores BURL, finished the last trading session 1.4% higher at $223.91. BURL has returned 11% over the past month.Burlington Stores' consensus EPS estimate for the upcoming report has changed -0.1% over the past month to $2.71. Compared to the company's year-ago EPS, this represents a change of +7.1%. Burlington Stores currently boasts a Zacks Rank of #3 (Hold).5 Stocks Set to Double Each was handpicked by a Zacks expert as the #1 favorite stock to gain +100% or more in 2021. Previous recommendations have soared +143.0%, +175.9%, +498.3% and +673.0%.Most of the stocks in this report are flying under Wall Street radar, which provides a great opportunity to get in on the ground floor.Today, See These 5 Potential Home Runs >>Want the latest recommendations from Zacks Investment Research? Today, you can download 7 Best Stocks for the Next 30 Days. Click to get this free reportCostco Wholesale Corporation (COST): Free Stock Analysis ReportBurlington Stores, Inc. (BURL): Free Stock Analysis ReportTo read this article on Zacks.com click here.Zacks Investment Research",17d
TipRanks,https://markets.businessinsider.com/news/stocks/analysts-offer-insights-on-consumer-goods-companies-costco-cost-lululemon-athletica-lulu-and-simply-good-foods-smpl-1032005856,"Analysts Offer Insights on Consumer Goods Companies: Costco (COST), Lululemon Athletica (LULU) and Simply Good Foods (SMPL)","There’s a lot to be optimistic about in the Consumer Goods sector as 3 analysts just weighed in on Costco (COST – Research Report), Lululemon Athletica (LULU – Research Report) and Simply Good Foods (SMPL – Research Report) with bullish sentiments.Costco (COST)Robert W. Baird analyst Peter Benedictmaintained a Buy rating on Costco on January 5 and set a price target of $575.00. The company’s shares closed last Friday at $482.87.According to TipRanks.com, Benedict is a 5-star analyst with an average return of 14.3% and a 66.3% success rate. Benedict covers the Consumer Goods sector, focusing on stocks such as Petco Health and Wellness Company, Bj’s Wholesale Club Holdings, and Williams-Sonoma.Currently, the analyst consensus on Costco is a Strong Buy with an average price target of $554.09, a 19.7% upside from current levels. In a report issued on December 21, Evercore ISI also maintained a Buy rating on the stock with a $540.00 price target.See Insiders’ Hot Stocks on TipRanks >> Lululemon Athletica (LULU)In a report issued on January 5, Mark Altschwagerfrom Robert W. Baird maintained a Buy rating on Lululemon Athletica, with a price target of $435.00. The company’s shares closed last Friday at $329.26.According to TipRanks.com, Altschwager is a 4-star analyst with an average return of 5.0% and a 45.7% success rate. Altschwager covers the Consumer Goods sector, focusing on stocks such as Lulu’s Fashion Lounge Holdings, Bath & Body Works, and Burlington Stores.Lululemon Athletica has an analyst consensus of Moderate Buy, with a price target consensus of $405.80, a 23.2% upside from current levels. In a report issued on January 5, Piper Sandler also maintained a Buy rating on the stock with a $385.00 price target.Simply Good Foods (SMPL)In a report issued on January 5, John Baumgartnerfrom Mizuho Securities maintained a Buy rating on Simply Good Foods, with a price target of $45.00. The company’s shares closed last Friday at $35.46.According to TipRanks.com, Baumgartner is a 4-star analyst with an average return of 5.5% and a 63.9% success rate. Baumgartner covers the Consumer Goods sector, focusing on stocks such as Mondelez International, The Hershey Company, and Hain Celestial.The word on The Street in general, suggests a Strong Buy analyst consensus rating for Simply Good Foods with a $42.09 average price target, implying a 19.1% upside from current levels. In a report issued on December 21, Deutsche Bank also reiterated a Buy rating on the stock with a $47.00 price target.TipRanks has tracked 36,000 company insiders and found that a few of them are better than others when it comes to timing their transactions. See which 3 stocks are most likely to make moves following their insider activities. Read More on COST:Early notable gainers among liquid option names on January 6thUnusually active option classes on open January 6thTight Jobs Market in December Offset by Wage GainsCostco price target raised to $478 from $470 at DA DavidsonCostco (NASDAQ:COST) Stock: Holiday Season Buoys December Sales",17d
Benzinga,https://markets.businessinsider.com/news/stocks/costco-wholesale-executes-well-in-tough-operating-environment-analyst-says-1032004941,"Costco Wholesale Executes Well In Tough Operating Environment, Analyst Says","Telsey Advisory Groupanalyst Joseph Feldman reiterated an Outperform rating on the shares ofCostco Wholesale Corporation(NASDAQ:COST) and aprice target of $580.The analyst said Costcoreported a better-than-expected Decembercomparable sale of 5.5% versus the forecast of 1.3%.Excluding the gas (+20 basis points) and FX (-200 basis points) net headwind of ~180 basis points, the core merchandise comp came in at 7.3%, more than double the projection of 3.5%.All three segments reported solid comparable sales, the analyst noted.The analyst said that Costco continues to generate strong results, reflecting high member loyalty, its focus on value, and digital improvements.In December, total traffic increased 4.6% (U.S. +3.6%), and the average ticket rose 1.0%. The company noted a slight sequential decrease in inflation in food & sundries and fresh foods from November.E-commerce sales decreased 6.4% against 17.8% growth last year.The analyst projects January comparable sales of 4.0% versus 14.2% last year.The analyst estimates a gas and FX net headwind of ~200 bps, assuming the latest prices and rates.Costco continues to execute well in a tough operating environment and should remain a share gainer, with its solid sales and high membership renewal rates, said the analyst.Also Read:4 Costco Analysts On Q1 Earnings Miss: 'Consumables Strength And Improving Membership'Price Action:COST shares are trading higher by 6.59% at $479.88 on the last check Friday.Photo Via Wikimedia Commons",20d
MotleyFool,https://markets.businessinsider.com/news/stocks/why-costco-stock-jumped-today-12048138,Why Costco Stock Jumped Today,"Shares ofCostco Wholesale were moving higher today after the warehouse retailer posted strong results in its December comparable sales report.The update assured investors that a slowdown in November may have just been temporary and showed the company delivered strong results for the holiday season.As of 10:37 a.m. ET, the stock was up 7.3%.",20d
MotleyFool,https://markets.businessinsider.com/news/stocks/costco--bed-bath-&-beyond-show-the-2-sides-of-retail-12047720,"Costco, Bed Bath & Beyond Show the 2 Sides of Retail","The stock market remained choppy on Friday morning, as investors responded to the latest numbers on the employment front. With the U.S. economy adding 223,000 jobs in December and the unemployment rate dropping to 3.5%, some market participants fear that the Federal Reserve might choose to hike interest rates further than they want and potentially spark a recession. Others appreciate that the economy has been resilient in the face of tighter monetary policy, though. That debate had stock index futures moving sharply in both directions early Friday before the open of the regular trading session, although it appeared bullish investors might win out as of 9 a.m. ET.Consumers are responsible for a huge portion of the overall economy, so what happens in the retail industry has a key impact on the broader picture for stock investors. The latest news from Costco Wholesale and Bed Bath & Beyondmakes it clear that there are still pockets within retail that face very different conditions from each other, and their shareholders are seeing that more clearly than ever.Shares of Costco Wholesale were up 3% in premarket trading on Friday morning. The warehouse retail giant reported sales figures for December that showed building momentum through the end of 2022 that shareholders hope will continue into the new year.",20d
Zacks,https://markets.businessinsider.com/news/stocks/investors-heavily-search-costco-wholesale-corporation-cost--here-is-what-you-need-to-know-12048009,Investors Heavily Search Costco Wholesale Corporation (COST): Here is What You Need to Know,"Costco (COST) is one of the stocks most watched by Zacks.com visitors lately. So, it might be a good idea to review some of the factors that might affect the near-term performance of the stock.Shares of this warehouse club operator have returned -6.5% over the past month versus the Zacks S&P 500 composite's -4.6% change. The Zacks Retail - Discount Stores industry, to which Costco belongs, has lost 3% over this period. Now the key question is: Where could the stock be headed in the near term?Although media reports or rumors about a significant change in a company's business prospects usually cause its stock to trend and lead to an immediate price change, there are always certain fundamental factors that ultimately drive the buy-and-hold decision.Revisions to Earnings EstimatesHere at Zacks, we prioritize appraising the change in the projection of a company's future earnings over anything else. That's because we believe the present value of its future stream of earnings is what determines the fair value for its stock.We essentially look at how sell-side analysts covering the stock are revising their earnings estimates to reflect the impact of the latest business trends. And if earnings estimates go up for a company, the fair value for its stock goes up. A higher fair value than the current market price drives investors' interest in buying the stock, leading to its price moving higher. This is why empirical research shows a strong correlation between trends in earnings estimate revisions and near-term stock price movements.Costco is expected to post earnings of $3.20 per share for the current quarter, representing a year-over-year change of +9.6%. Over the last 30 days, the Zacks Consensus Estimate has changed -0.3%.For the current fiscal year, the consensus earnings estimate of $14.26 points to a change of +8.5% from the prior year. Over the last 30 days, this estimate has changed -1%.For the next fiscal year, the consensus earnings estimate of $15.67 indicates a change of +9.9% from what Costco is expected to report a year ago. Over the past month, the estimate has changed -0.9%.With an impressive externally audited track record, our proprietary stock rating tool -- the Zacks Rank -- is a more conclusive indicator of a stock's near-term price performance, as it effectively harnesses the power of earnings estimate revisions. The size of the recent change in the consensus estimate, along with three other factors related to earnings estimates, has resulted in a Zacks Rank #3 (Hold) for Costco.The chart below shows the evolution of the company's forward 12-month consensus EPS estimate:12 Month EPSProjected Revenue GrowthWhile earnings growth is arguably the most superior indicator of a company's financial health, nothing happens as such if a business isn't able to grow its revenues. After all, it's nearly impossible for a company to increase its earnings for an extended period without increasing its revenues. So, it's important to know a company's potential revenue growth.For Costco, the consensus sales estimate for the current quarter of $55.6 billion indicates a year-over-year change of +7.1%. For the current and next fiscal years, $243.43 billion and $257.54 billion estimates indicate +7.3% and +5.8% changes, respectively.Last Reported Results and Surprise HistoryCostco reported revenues of $54.44 billion in the last reported quarter, representing a year-over-year change of +8.1%. EPS of $3.10 for the same period compares with $2.97 a year ago.Compared to the Zacks Consensus Estimate of $54.67 billion, the reported revenues represent a surprise of -0.42%. The EPS surprise was -1.27%.Over the last four quarters, Costco surpassed consensus EPS estimates three times. The company topped consensus revenue estimates three times over this period.ValuationNo investment decision can be efficient without considering a stock's valuation. Whether a stock's current price rightly reflects the intrinsic value of the underlying business and the company's growth prospects is an essential determinant of its future price performance.While comparing the current values of a company's valuation multiples, such as price-to-earnings (P/E), price-to-sales (P/S) and price-to-cash flow (P/CF), with its own historical values helps determine whether its stock is fairly valued, overvalued, or undervalued, comparing the company relative to its peers on these parameters gives a good sense of the reasonability of the stock's price.The Zacks Value Style Score (part of the Zacks Style Scores system), which pays close attention to both traditional and unconventional valuation metrics to grade stocks from A to F (an An is better than a B; a B is better than a C; and so on), is pretty helpful in identifying whether a stock is overvalued, rightly valued, or temporarily undervalued.Costco is graded C on this front, indicating that it is trading at par with its peers. Click here to see the values of some of the valuation metrics that have driven this grade.ConclusionThe facts discussed here and much other information on Zacks.com might help determine whether or not it's worthwhile paying attention to the market buzz about Costco. However, its Zacks Rank #3 does suggest that it may perform in line with the broader market in the near term.Zacks Names ""Single Best Pick to Double"" From thousands of stocks, 5 Zacks experts each have chosen their favorite to skyrocket +100% or more in months to come. From those 5, Director of Research Sheraz Mian hand-picks one to have the most explosive upside of all.It’s a little-known chemical company that’s up 65% over last year, yet still dirt cheap. With unrelenting demand, soaring 2022 earnings estimates, and $1.5 billion for repurchasing shares, retail investors could jump in at any time.This company could rival or surpass other recent Zacks’ Stocks Set to Double like Boston Beer Company which shot up +143.0% in little more than 9 months and NVIDIA which boomed +175.9% in one year.Free: See Our Top Stock and 4 Runners Up >>Want the latest recommendations from Zacks Investment Research? Today, you can download 7 Best Stocks for the Next 30 Days. Click to get this free reportCostco Wholesale Corporation (COST): Free Stock Analysis ReportTo read this article on Zacks.com click here.Zacks Investment Research",20d
TipRanks,https://markets.businessinsider.com/news/stocks/tight-jobs-market-in-december-offset-by-wage-gains-1032004365,Tight Jobs Market in December Offset by Wage Gains,"It’s awfully difficult to put financial investors in a positive mood when the Federal Reserve is threatening to potentially continue raising interest rates throughout 2023. The last thing traders need now is a strong employment report, but that’s exactly what they got this morning. On the other hand, there is some bad news mixed in with the good news, which (oddly enough) was received positively by stock traders.The Labor Department’s December nonfarm payrolls report indicated that the U.S. added 223,000 jobs during that month. That’s well above the 200,000 jobs that economists had anticipated.In other words, the American jobs market isn’t cooling off as quickly as expected. Why would this be a problem? It’s because a hot jobs market could be perceived by the Federal Reserve as a sign that inflation will remain elevated.That, in turn, could prompt the central bank to aggressively raise the federal funds rate, which affects the country’s interest rates generally. Thus, we have “good news for the economy is bad news for the stock market” scenario.Stocks Jump after the Release of the Employment DataDespite the hotter-than-expected nonfarm payrolls print, the major U.S. indices jolted upwards soon after the data was released. By 9:00 a.m. Eastern Time in premarket trading, the S&P 500 (SPX) was up 0.65%, the Dow Jones Industrial Average (DJIA) rose 0.68%, and Nasdaq 100 (NDX) gained 0.5% compared to yesterday’s closing prices.Most likely, the Nasdaq 100 was weighed down by Tesla , which was down 6% to 7% because the automaker is cutting its vehicle prices in China. On the other hand, notable morning runners included more defensive names like Costco Wholesale , up nearly 3% in premarket trading, as well as Visa (NYSE: V), up 1.5%.What put the market in such a positive mood? Reportedly, U.S. wages only grew 0.3% month-over-month in December, whereas economists had expected 0.4% wage growth. Somehow, stock traders were able to ignore the sizable increase in nonfarm payrolls and instead focus on slower-than-anticipated growth in workers’ wages.Whether the day will end as optimistically as it began remains to be seen. Ultimately, it’s just more data for both the bulls and bears to add to their arsenals.Disclosure",20d
RTTNews,https://markets.businessinsider.com/news/stocks/costco-december-net-sales-comps-rise-stock-up-in-pre-market-1032004166,"Costco December Net Sales, Comps Rise; Stock Up In Pre-market ","(RTTNews) - Costco Wholesale Corp. (COST) reported Friday higher net sales and comparable sales for the month of December.For the retail month of December, net sales were $23.80 billion, an increase of 7.0 percent from $22.24 billion last year.Comparable sales grew 5.5 percent with a 6.2 percent increase in U.S., 4.7 percent growth in Canada, and 2.5 percent rise in other international sales. Meanwhile, e-commerce sales fell 6.4 percent.Comparable sales excluding the impacts from changes in gasoline prices and foreign exchange grew 7.3 percent for the month with good growth in all regions, while e-commerce sales fell 5.4 percent.For the 18 weeks ended January 1, the Company reported net sales of $82.16 billion, an increase of 7.6 percent from $76.34 billion last year. Comparable sales grew 6.1 percent, while e-commerce sales fell 4.8 percent.Costco currently operates 847 warehouses, including 583 in the United States and Puerto Rico, 107 in Canada, and various other countries. Costco also operates e-commerce sites in the U.S., Canada, and the United Kingdom, among others.In pre-market activity on Nasdaq, Costco shares were gaining around 2.2 percent to trade at $459.94.",20d
Market Watch,https://markets.businessinsider.com/news/stocks/--costco-stock-bounces-off-6-month-low-after-upbeat-december-sales-12047376,: Costco stock bounces off 6-month low after upbeat December sales,"Shares of Costco WholesaleCorp. COST bounced 2.2% off a 6 1/2-month low in premarket trading Friday, after the membership-based warehouse retailer reported upbeat December sales. The company reported late Thursday net sales of $23.80 billion for the month of December, up 7.0% from the same period a year ago. For the five weeks to Jan. 1, comparable-store sales (comps) excluding gasoline sales and currency impacts rose 7.3% from a year ago. That compares with a 5.3% rise in November, the FactSet consensus for the fiscal second-quarter through February of 5.2%. “This is the first major retailer to provide an indication of December results and the rebound versus November to better-than-expected comps endorses the theory that holiday sales came late in 2022 after a slow start in November,” D.A. Davidson analyst Michael Baker wrote in a note to clients. He reiterated his neutral rating on the stock but raised his price target to $478 from $423. The stock, which closed Thursday at the lowest price since June 17, 2022, has lost 6.7% over the past three months, while the SPDR Consumer Staples Select Sector ETF XLP has rallied 9.3% and the S&P 500 SPX has gained 1.7%.Market Pulse Stories are Rapid-fire, short news bursts on stocks and markets as they move. Visit MarketWatch.com for more information on this news.",20d
TipRanks,https://markets.businessinsider.com/news/stocks/jefferies-keeps-their-buy-rating-on-costco-cost-1032004123,Jefferies Keeps Their Buy Rating on Costco (COST),"Jefferies analyst Corey Tarlowe maintained a Buy rating on Costco (COST – Research Report) yesterday and set a price target of $610.00. The company’s shares closed yesterday at $450.19.According to TipRanks, Tarlowe is a 3-star analyst with an average return of 2.1% and a 54.02% success rate. Tarlowe covers the Consumer Goods sector, focusing on stocks such as Target, TJX Companies, and Costco.In addition to Jefferies, Costco also received a Buy from Telsey Advisory’s Joe Feldman in a report issued on December 29. However, today, D.A. Davidson reiterated a Hold rating on Costco .See Insiders’ Hot Stocks on TipRanks >> The company has a one-year high of $609.12and a one-year low of $405.08. Currently, Costco has an average volume of 2.23M.Based on the recent corporate insider activity of 52 insiders, corporate insider sentiment is negative on the stock. This means that over the past quarter there has been an increase of insiders selling their shares of COST in relation to earlier this year.TipRanks has tracked 36,000 company insiders and found that a few of them are better than others when it comes to timing their transactions. See which 3 stocks are most likely to make moves following their insider activities.Incorporated in 1983, Costco Wholesale Corp. operates an international chain of membership-only warehouse clubs. It sells product categories, including groceries, appliances, automotive supplies, toys, hardware, sporting goods, books, housewares, and apparel among others. The company is based in Issaquah, Washington.Read More on COST:Costco (NASDAQ:COST) Stock: Holiday Season Buoys December SalesCostco Wholesale Corporation Reports December Sales ResultsBYND Sizzles after New Costco DealBeyond Meat says ‘Beyond Steak’ now available at select Costco locations2 Stocks to Shield Your Portfolio from a Looming Recession",20d
Benzinga,https://markets.businessinsider.com/news/stocks/wwe-amtd-digital-and-some-other-big-stocks-moving-higher-in-friday-s-pre-market-session-1032003902,"WWE, AMTD Digital And Some Other Big Stocks Moving Higher In Friday's Pre-Market Session","U.S. stock futures traded mixed this morning. Here are some big stocks recording gains in today’s pre-market trading session.AMTD Digital Inc.(NYSE:HKD) shares surged 118.8% to $65.54 in pre-market trading after surging around 200% on Thursday.AMTD IDEA Group (NYSE:AMTD) shares rose 20% to $2.52 in pre-market trading after climbing 28% on Thursday.Piedmont Lithium Inc. (NASDAQ:PLL) climbed 11.2% to $53.92 in pre-market trading. Piedmont Lithium recently announced that it has amended its agreement with Tesla to supply the company with spodumene concentrate.World Wrestling Entertainment, Inc. (NYSE:WWE) gained 9.7% to $79.00 in pre-market trading on the news report that the company could be exploring a potential sale. The Wall Street Journal reported that former chief Vince McMahon plans to return to the company.Mullen Automotive, Inc. (NASDAQ:MULN) shares surged 6.5% to $0.4450 in pre-market trading after climbing around 25% on Thursday. Mullen recently announced the I-GO Commercial Urban Delivery EV has arrived Europe with sample vehicles now en route to Newgate Motor Group in Ireland.Don’t forget to check out ourpremarket coverage here .Chindata Group Holdings Limited (NASDAQ:CD) rose 6.4% to $8.15 in pre-market trading after declining over 4% on Thursday.Turkcell Iletisim Hizmetleri A.S. (NYSE:TKC) shares gained 6.1% to $4.91 in pre-market trading after dropping 11% on Thursday. SOCAR Türkiye recently selected the company to deploy a 5G-ready private wireless network.Allogene Therapeutics, Inc. (NASDAQ:ALLO) climbed 5.2% to $6.11 in pre-market trading. EF Hutton recently initiated coverage on Allogene Therapeutics with a Buy rating and announced a price target of $15.Costco Wholesale Corporation (NASDAQ:COST) gained 1.8% to $458.40 in pre-market trading. Costco reported net sales of $23.80 billion for the retail month of December, up from $22.24 billion in the year-ago period.Now Read This:5 Tech Stocks That Are Flying - And May Collapse",20d
Benzinga,https://markets.businessinsider.com/news/stocks/costco-wholesale-world-wrestling-entertainment-and-3-stocks-to-watch-heading-into-friday-1032003685,"Costco Wholesale, World Wrestling Entertainment And 3 Stocks To Watch Heading Into Friday","With US stock futures trading higher this morning on Friday, some of the stocks that may grab investor focus today are as follows:Wall Street expectsThe Greenbrier Companies, Inc.(NYSE:GBX) to post quarterly earnings at $0.50 per share on revenue of $747.08 million before the opening bell. Greenbrier shares gained 0.2% to $34.97 in after-hours trading.Costco Wholesale Corporation (NASDAQ:COST) reported net sales of $23.80 billion for the retail month of December, up from $22.24 billion in the year-ago period. Costco shares gained 2.4% to $461.00 in the after-hours trading session.Aehr Test Systems (NASDAQ:AEHR) posted upbeat results for its second quarter on Thursday. Aehr Test Systems shares jumped 14.4% to $19.76 in after-hours trading.Check out ourpremarket coverage hereFranklin Covey Co.(NYSE:FC) reported better-than-expected earnings and sales results for its first quarter. Franklin Covey shares slipped 0.2% to $46.00 in the after-hours trading session.World Wrestling Entertainment, Inc (NYSE:WWE) shares rose in the after-hours session on the news report that the company could be exploring a potential sale. The Wall Street Journal reported that former chief Vince McMahon plans to return to the company. WWE shares jumped 11.4% to $80.25 in the after-hours trading session.Read This Next:5 Tech Stocks That Are Flying - And May Collapse",20d
MarketWatch,https://markets.businessinsider.com/news/stocks/--costco-stock-rises-as-holiday-sales-gain-even-as-online-sales-recede-12046093,: Costco stock rises as holiday sales gain even as online sales recede,Costco shares ticked higher in the extended session Thursday after the warehouse club reported a rise in holiday sales from a year ago,21d
